IsBadBuy,VehicleAge,WheelType,DifAquiredAvg_CurAvgAuction,DifAquiredAboveAvg_CurAboveAvgRetail,DifAquiredAvg_CurAvgRetail,DifAquiredAboveAvg_CurAboveAvgAuction,AdjVehOd
1,3,Alloy,-32,-30,-34,-28,21483
0,3,Alloy,-211,-467,-228,-432,22587
1,4,Alloy,-129,-146,-139,-135,14994
0,3,Alloy,-119,-188,-129,-174,22617
0,6,Covers,-70,-55,-76,-51,13117
0,3,Alloy,-404,-465,-436,-431,21783
0,8,Alloy,-61,-76,-66,-70,12282
0,5,Covers,-98,-82,-106,-76,15090
0,5,Covers,-113,-91,-122,-84,16052
0,5,Covers,-15,-14,-16,-13,17332
0,3,Alloy,277,148,299,137,21952
0,5,Covers,4,5,5,4,12859
0,6,Alloy,-38,-65,-41,-60,15462
0,8,Covers,-118,-219,-127,-203,10179
0,6,Covers,-142,-166,-153,-154,8250
0,3,Covers,44,70,47,65,22177
0,4,Alloy,153,200,165,185,13434
0,3,Covers,-62,-149,-67,-138,25490
0,7,Alloy,4,11,4,11,12008
0,3,Covers,-37,-48,-40,-44,27539
0,6,Covers,-142,-143,-153,-132,16174
0,5,Alloy,-39,14,-42,12,14389
0,3,Covers,-56,-55,-60,-51,17358
0,6,Alloy,-71,-41,-76,-38,11821
0,6,Alloy,-48,-64,-52,-59,9961
0,3,Covers,-352,-518,-380,-480,22091
0,3,Alloy,-11,-19,-12,-18,23879
0,4,Alloy,-67,-33,-73,-30,16040
0,5,Alloy,-143,-187,-154,-173,14300
0,4,Alloy,-70,-63,-75,-58,18296
0,3,Alloy,-93,-90,-100,-83,29608
0,5,Alloy,-44,-64,-47,-59,15453
0,3,Covers,-208,-350,-225,-325,24668
0,5,Alloy,-418,-696,-451,-645,14063
0,3,Alloy,-63,-74,-68,-69,24018
0,4,Alloy,5,40,5,37,13002
0,3,Alloy,-32,-51,-34,-47,22543
1,4,Covers,-203,-264,-219,-244,11857
0,6,Alloy,5,-42,6,-39,14725
0,4,Alloy,-120,-138,-129,-128,13122
0,7,Alloy,-17,-35,-19,-32,13585
1,7,Alloy,14,-4,15,-4,12021
0,6,Alloy,-36,-89,-39,-83,10437
0,3,Covers,159,319,172,295,23798
0,4,Covers,-113,-122,-122,-113,17411
0,6,Alloy,-27,-38,-29,-35,11842
0,4,Alloy,-201,-155,-217,-144,10965
0,3,Alloy,-100,-118,-108,-109,21056
1,3,Alloy,-391,-392,-422,-363,24490
0,4,Alloy,-18,48,-20,45,14052
0,2,Covers,-36,32,-39,30,42585
0,3,Covers,202,354,218,328,23967
0,3,Covers,-413,-595,-446,-551,23338
0,2,Covers,18,66,20,62,12266
0,4,Alloy,-153,19,-165,17,13532
0,4,Covers,-363,-453,-392,-419,15692
0,4,Alloy,-43,-30,-46,-28,13420
0,7,Alloy,67,50,72,46,8433
0,6,Alloy,-224,-334,-242,-310,10760
0,3,Covers,-191,-242,-207,-224,23302
0,3,Alloy,-118,-85,-128,-79,17195
0,3,Alloy,-472,-494,-510,-457,22777
0,8,Alloy,-84,-118,-91,-110,6880
0,3,Alloy,-394,-576,-425,-533,20437
0,4,Covers,-75,-87,-81,-81,17186
0,4,Covers,-88,-115,-95,-106,15197
0,5,Covers,-55,-51,-60,-47,11992
1,6,Alloy,-170,-259,-184,-240,10684
0,3,Covers,-204,-409,-220,-378,13502
0,5,Covers,-129,-120,-139,-111,15659
0,4,Covers,-161,-246,-173,-228,13612
0,5,Alloy,29,46,31,43,18270
0,3,Alloy,-92,-117,-99,-108,20505
0,6,Alloy,51,35,56,33,12065
0,4,Alloy,-16,10,-17,9,11876
0,2,Alloy,-243,-147,-263,-136,31003
0,5,Alloy,-103,-135,-111,-125,15586
0,5,Covers,5,92,5,85,15552
0,4,Alloy,-182,-262,-197,-243,17033
0,5,Alloy,-300,-356,-324,-330,16564
1,7,Alloy,-2,-21,-2,-19,11457
0,5,Alloy,-82,-116,-88,-107,7973
0,4,Covers,-71,-116,-77,-108,16251
0,4,Covers,-183,-233,-197,-216,6943
0,3,Covers,-124,-109,-134,-101,26861
0,5,Covers,-66,-71,-71,-65,17698
0,4,Alloy,-192,-313,-208,-290,18035
0,6,Alloy,117,259,126,240,9606
0,6,Covers,-83,-56,-89,-52,8927
0,2,Covers,-23,13,-25,12,19195
0,4,Alloy,-39,-18,-42,-17,14660
0,3,Alloy,-288,-347,-311,-321,27515
1,8,Covers,-30,1,-33,0,10809
0,3,Alloy,-192,-202,-207,-187,22801
0,6,Alloy,-68,-93,-74,-86,13994
1,3,NULL,50,115,54,106,17708
0,5,Alloy,-350,-350,-378,-324,16203
0,6,Alloy,-152,-128,-164,-119,11638
0,4,Alloy,236,-1,255,-1,17833
0,3,Covers,-275,-248,-297,-230,24126
0,4,Alloy,193,106,208,98,19336
0,5,Alloy,48,56,52,51,11492
0,7,Alloy,-50,-56,-54,-52,11335
0,4,Covers,-209,-182,-226,-169,8879
0,4,Alloy,42,-7,45,-6,17123
0,3,Covers,-144,-127,-156,-118,21282
0,4,Alloy,0,0,0,0,17644
0,7,Alloy,0,0,0,0,8174
0,6,Alloy,0,0,0,0,8118
0,6,Alloy,0,0,0,0,12951
0,7,Alloy,0,0,0,0,11151
1,7,Covers,0,0,0,0,12288
0,5,Alloy,0,0,0,0,14089
0,6,Alloy,0,0,0,0,8953
0,4,Covers,0,0,0,0,24237
1,4,Covers,0,0,0,0,19117
0,4,Alloy,0,0,0,0,17498
0,3,Alloy,0,0,0,0,26664
0,7,Alloy,0,0,0,0,10691
0,4,Alloy,0,0,0,0,13310
0,5,Alloy,0,0,0,0,8437
0,4,Covers,0,0,0,0,17505
0,2,Covers,0,0,0,0,35463
0,3,Alloy,0,0,0,0,20652
0,7,Alloy,0,0,0,0,12093
0,4,Alloy,0,0,0,0,17434
0,7,Alloy,0,0,0,0,11904
0,1,Covers,0,0,0,0,76927
1,5,Alloy,0,0,0,0,15235
1,7,Alloy,0,0,0,0,11004
0,3,Covers,0,0,0,0,20759
0,3,Covers,0,0,0,0,26243
0,3,Covers,0,0,0,0,23526
0,4,Alloy,0,0,0,0,18170
0,7,Covers,0,0,0,0,14074
0,6,Alloy,0,0,0,0,14772
0,2,Alloy,81,308,88,285,42006
0,3,Covers,0,0,0,0,24918
0,6,Covers,0,0,0,0,12000
0,3,Alloy,0,0,0,0,23739
0,4,Alloy,0,0,0,0,13482
0,3,Alloy,0,0,0,0,21628
1,8,NULL,0,0,0,0,9392
0,2,Alloy,0,0,0,0,36680
0,3,Covers,0,0,0,0,28286
1,6,Alloy,0,0,0,0,11049
0,6,Alloy,0,0,0,0,14720
0,2,Covers,0,0,0,0,30074
0,5,Alloy,0,0,0,0,8963
0,7,Alloy,0,0,0,0,12725
0,6,Alloy,0,0,0,0,10337
1,4,Alloy,0,0,0,0,20779
0,3,Covers,0,0,0,0,26207
0,3,Covers,0,0,0,0,18947
0,5,Alloy,0,0,0,0,13773
0,2,Covers,-33,-39,-35,-36,31928
0,3,Alloy,0,0,0,0,22353
0,6,Alloy,0,0,0,0,16135
0,4,Alloy,0,0,0,0,15178
1,2,Alloy,0,0,0,0,38146
1,3,Alloy,0,0,0,0,26652
0,4,Covers,0,0,0,0,18312
0,3,Covers,0,0,0,0,28361
0,4,Alloy,157,60,169,55,20685
0,5,Covers,50,80,54,74,11536
0,3,Alloy,0,0,0,0,18713
0,4,Alloy,0,0,0,0,17972
0,3,Alloy,0,0,0,0,22200
0,4,Covers,63,-59,68,-54,15341
0,4,Alloy,0,0,0,0,16424
0,6,Alloy,0,0,0,0,13327
0,4,Alloy,0,0,0,0,20353
0,6,Alloy,0,0,0,0,12903
0,1,Covers,0,0,0,0,74726
0,4,Alloy,0,0,0,0,17966
0,6,Alloy,0,0,0,0,12302
0,2,Covers,0,0,0,0,38704
0,3,Alloy,0,0,0,0,24530
0,3,Covers,0,0,0,0,27242
0,3,Covers,0,0,0,0,23094
0,6,Alloy,0,0,0,0,14015
0,1,Alloy,0,0,0,0,76137
0,4,Covers,0,0,0,0,23167
0,8,Alloy,0,0,0,0,10370
0,2,Covers,0,0,0,0,34469
0,5,Alloy,0,0,0,0,13965
0,4,Alloy,0,0,0,0,15861
0,2,Covers,0,0,0,0,32537
0,4,Alloy,0,0,0,0,18599
1,7,Alloy,77,103,83,95,13454
0,2,Alloy,0,0,0,0,44601
0,4,Covers,13,1,14,1,14275
0,3,Covers,0,0,0,0,22088
0,4,Covers,0,0,0,0,23305
0,5,Covers,0,0,0,0,17230
0,4,Covers,0,0,0,0,18826
0,4,Alloy,0,0,0,0,21277
0,4,Alloy,0,0,0,0,21166
0,4,Covers,0,0,0,0,16158
0,3,Covers,0,0,0,0,28945
0,7,Alloy,26,34,28,31,11331
0,5,Alloy,0,0,0,0,12951
0,2,Covers,0,0,0,0,39808
0,7,Alloy,0,0,0,0,12206
0,6,Alloy,0,0,0,0,15404
0,2,Covers,0,0,0,0,38342
0,5,Alloy,-255,-366,-275,-339,14799
0,8,Alloy,0,0,0,0,7723
0,2,Alloy,0,0,0,0,41097
0,7,Alloy,0,0,0,0,12519
0,2,Alloy,0,0,0,0,32705
0,8,Alloy,0,0,0,0,7997
0,5,Alloy,0,0,0,0,15951
0,5,Alloy,0,0,0,0,15061
0,2,Covers,0,0,0,0,42183
0,4,Alloy,0,0,0,0,17489
0,5,Alloy,0,0,0,0,11946
1,6,Alloy,0,0,0,0,11614
0,6,Alloy,0,0,0,0,9807
0,6,Covers,0,0,0,0,13105
0,2,Covers,0,0,0,0,37952
0,6,Covers,0,0,0,0,8756
0,6,Alloy,-54,-81,-58,-75,13310
0,6,Alloy,0,0,0,0,13979
0,3,Covers,0,0,0,0,19889
0,4,Covers,0,0,0,0,16847
0,2,Covers,0,0,0,0,40162
0,6,Alloy,0,0,0,0,13832
0,7,Alloy,0,0,0,0,12236
0,3,Covers,0,0,0,0,24023
0,2,Covers,0,0,0,0,39107
0,2,Covers,0,0,0,0,35482
0,3,Covers,-115,-149,-124,-138,23738
1,6,Alloy,0,0,0,0,16148
0,4,Alloy,15,-14,16,-13,12333
1,3,Alloy,0,0,0,0,29834
0,2,Alloy,-17,-62,-19,-57,43030
0,2,Alloy,0,0,0,0,39754
0,3,Covers,-298,-310,-322,-287,19091
0,3,Covers,-33,-15,-35,-14,18055
0,2,Covers,0,0,0,0,31426
0,6,Alloy,-39,-43,-42,-39,14816
0,2,Covers,0,0,0,0,41323
1,4,Alloy,0,0,0,0,17552
0,4,Covers,-32,-67,-34,-62,18293
1,7,Alloy,0,0,0,0,7713
1,7,Covers,0,0,0,0,11879
0,6,Alloy,-44,-61,-47,-57,14817
0,3,Alloy,-143,-306,-155,-283,22884
0,4,Alloy,89,-60,96,-56,19931
0,4,Alloy,5,1,5,1,24153
0,5,Covers,2,-6,2,-5,17603
0,3,Alloy,38,29,41,27,29498
0,4,Covers,0,0,0,0,12233
0,4,Alloy,0,0,0,0,20653
0,7,Covers,0,0,0,0,10620
0,6,Alloy,-41,28,-45,26,13134
0,5,Alloy,0,0,0,0,12781
0,4,Alloy,3,-77,3,-72,15084
0,6,Alloy,42,-11,45,-10,12846
0,3,Covers,-112,-134,-121,-124,29551
0,3,Alloy,290,308,314,285,26262
0,2,Alloy,0,0,0,0,43235
0,6,Alloy,213,141,231,131,13618
0,6,Covers,-14,-6,-15,-5,13488
0,6,Alloy,-36,-66,-39,-61,11856
0,4,Alloy,17,29,19,26,19400
0,2,Covers,0,0,0,0,41655
0,3,Covers,222,279,240,258,16094
0,1,Covers,0,0,0,0,46786
0,1,Covers,0,0,0,0,52875
0,7,Covers,-29,-49,-31,-45,11016
0,2,Covers,7,8,8,7,36682
0,2,Covers,-185,-204,-200,-189,42416
0,2,Covers,-113,-138,-122,-128,40451
0,2,Covers,10,42,11,39,33914
0,4,Alloy,0,0,0,0,17155
0,5,Alloy,48,108,52,100,13360
0,3,Covers,81,115,88,106,23953
0,2,Covers,-135,-149,-146,-138,36333
0,4,Alloy,-21,-93,-22,-86,22445
0,4,Alloy,124,196,134,181,24581
0,3,Alloy,-20,-103,-21,-96,15937
0,7,Alloy,0,0,0,0,8787
0,5,Alloy,-143,-330,-155,-305,15635
0,2,Alloy,-258,-311,-278,-288,43280
0,3,Covers,28,44,31,41,26883
0,3,Covers,-459,-556,-495,-515,24218
0,4,Covers,297,427,320,396,19158
1,8,Alloy,-1,-2,-1,-2,7792
0,2,Alloy,-255,-292,-275,-271,41560
0,5,Alloy,342,453,370,420,18931
0,3,Covers,-46,-31,-50,-29,24911
0,4,Alloy,-235,-378,-253,-350,16717
0,3,Covers,-38,-22,-41,-21,15524
0,5,Alloy,-8,63,-8,59,15659
0,3,Alloy,-20,-103,-21,-96,26822
0,6,Alloy,-271,-751,-763,-260,15116
0,6,Alloy,121,102,131,95,12870
0,3,Alloy,209,233,225,216,27114
0,4,Covers,-2,0,-2,0,20256
0,3,Covers,-238,-223,-257,-207,25391
0,3,Alloy,61,21,65,19,28079
0,2,Covers,-113,-138,-122,-128,41020
0,5,Alloy,298,-189,-286,349,18272
0,2,Alloy,48,-120,52,-111,42619
0,3,Alloy,40,33,43,30,20815
0,4,Alloy,-193,-291,-208,-270,21249
0,3,Covers,-9,-18,-9,-16,23876
0,3,Alloy,0,0,0,0,24666
0,4,Alloy,78,88,85,81,17271
0,4,Alloy,44,71,47,65,19057
0,3,Covers,0,0,0,0,17073
0,7,Alloy,25,31,27,29,14029
0,5,Alloy,140,158,151,146,14525
0,4,Alloy,-65,-810,-697,-87,21470
0,3,Covers,-112,-134,-121,-124,25476
0,7,Alloy,50,25,54,23,12309
0,4,Covers,13,19,14,17,12920
0,3,Covers,131,187,141,173,21387
0,5,Covers,126,269,136,249,16689
0,4,Alloy,-86,-117,-93,-108,15863
0,7,Alloy,204,216,221,200,11865
0,7,Alloy,0,0,0,0,13272
0,3,Alloy,0,0,0,0,26037
0,3,Covers,222,323,240,299,26696
0,3,Covers,-7,-44,-7,-40,28225
0,6,Alloy,-75,-151,-81,-140,14694
0,3,Covers,-28,-23,-30,-21,22057
0,6,Covers,0,0,0,0,10374
0,3,Alloy,171,184,185,171,26151
0,5,Alloy,-47,54,-51,50,16494
0,3,Alloy,-23,-66,-25,-61,27544
0,4,Covers,-76,-98,-82,-90,19590
0,2,Alloy,-332,-432,-359,-400,43291
0,6,Alloy,-76,-57,-82,-52,14467
0,4,Alloy,-15,-43,-16,-40,13098
0,4,Alloy,86,-62,93,-57,20822
0,6,Covers,24,34,26,32,16390
0,4,Alloy,3,47,3,44,18812
0,4,Covers,118,158,128,147,11891
0,5,Alloy,-1,-36,-1,-34,15953
0,3,Alloy,-50,-161,-54,-149,20990
0,6,NULL,-22,20,-23,19,12504
0,4,Covers,-78,-167,-84,-155,19550
0,4,Covers,112,-604,-584,96,17883
0,3,Covers,53,6,57,6,15206
0,2,NULL,0,0,0,0,29302
0,3,Alloy,-208,-273,-224,-253,18381
0,3,Covers,-38,-22,-41,-21,16629
0,2,Alloy,0,-56,0,-52,41500
0,3,Covers,0,0,0,0,29762
0,5,Alloy,47,19,51,17,17372
0,4,Covers,-20,16,-22,15,19354
0,3,Alloy,423,-230,-677,729,21613
0,5,Alloy,-3,-7,-4,-6,15522
0,4,Covers,17,29,19,26,12242
0,4,Alloy,81,77,87,71,20905
0,3,Alloy,269,-850,-825,239,25821
0,3,Covers,194,278,209,257,28429
0,2,Alloy,210,-1085,-1260,417,38737
0,3,Covers,220,-661,-685,299,25937
0,5,Alloy,41,-527,-421,8,13754
0,4,Alloy,171,-400,-447,308,20582
1,3,Alloy,-17,39,-18,36,22711
1,3,Covers,-4,45,-4,41,26490
0,2,Covers,125,-1146,-1083,129,40741
0,5,Alloy,231,-367,-430,308,8609
0,3,Covers,-47,-40,-50,-37,19994
0,4,Covers,321,18,26,461,15251
0,4,Covers,129,-647,-736,111,19504
0,4,Alloy,36,-721,-615,40,18901
0,2,Covers,270,-900,-1030,272,40388
1,4,Alloy,161,242,174,224,22932
0,2,Covers,628,-517,-841,836,25661
1,4,Covers,14,-47,15,-43,14564
1,4,Alloy,72,-403,-549,173,17742
0,4,Covers,175,-447,-516,242,21887
0,5,Alloy,119,-408,-450,162,17770
0,3,Covers,110,-707,-837,209,18221
0,3,Covers,187,-728,-837,240,26204
0,2,Covers,315,446,340,413,33404
0,4,Alloy,149,-508,-534,181,19922
0,4,Alloy,204,-484,-494,278,21609
0,5,Alloy,-58,-15,-62,-14,14313
0,5,Alloy,102,-534,-475,91,16080
0,4,Alloy,436,-85,-215,535,15895
0,1,Alloy,158,-2744,-2674,-199,75629
0,1,Covers,478,458,516,424,66568
0,3,Alloy,-7,138,-7,128,29231
0,2,Alloy,230,367,249,339,31380
0,3,Covers,181,-609,-633,255,30416
0,1,Covers,648,-2864,-2440,571,50402
0,5,Alloy,142,-439,-394,188,15808
0,3,Covers,96,-722,-853,195,21224
0,3,Covers,96,-722,-853,195,19759
0,2,Alloy,268,-1516,-1112,313,39000
0,4,Alloy,227,-654,-722,349,20972
0,3,NULL,240,-533,-697,340,31216
0,5,Alloy,-163,-719,-632,-186,15967
0,2,Covers,177,-930,-1108,258,37587
0,2,Covers,322,-657,-653,345,40977
0,5,Alloy,56,-283,-357,121,13263
0,4,Alloy,-123,-735,-671,-161,18846
0,5,Alloy,-62,-406,-492,12,13071
1,5,Alloy,-53,-357,-423,-20,10055
0,3,Covers,146,-607,-711,202,20289
0,3,Alloy,224,-780,-696,230,23790
0,3,Covers,25,-725,-771,28,22003
0,4,Alloy,14,-416,-503,71,21513
0,3,Covers,34,68,37,63,26266
0,5,Alloy,133,-272,-365,234,17528
0,3,Alloy,-16,-794,-816,1,13276
0,4,Alloy,-209,-800,-840,-235,13753
0,2,NULL,139,-1383,-1277,89,21720
0,6,Covers,135,-222,-293,191,10753
1,3,Covers,57,147,62,136,22523
0,5,Covers,46,-454,-456,98,17543
0,6,Alloy,114,-211,-285,205,12402
0,3,Covers,416,-444,-675,567,17580
0,3,Covers,96,-722,-853,195,22261
0,3,Covers,124,-843,-905,133,24977
0,6,Alloy,69,-289,-266,76,16563
0,3,Alloy,282,-207,-403,452,17339
0,2,Alloy,501,-361,-947,697,41591
0,1,Alloy,678,-2558,-1927,582,88822
0,4,Covers,-47,33,-51,31,21879
0,3,Alloy,440,-135,-328,663,24797
0,4,Covers,16,-528,-604,62,22640
0,3,Covers,-239,-1299,-1266,-345,26077
0,4,Alloy,-94,-728,-933,-64,18953
0,5,Covers,-18,-529,-610,8,16656
0,3,Covers,-39,-844,-810,8,25774
0,2,Covers,42,-1279,-1385,56,36115
0,2,Alloy,329,-930,-961,382,39020
0,4,Covers,25,-574,-527,42,14496
0,5,Alloy,-150,-648,-535,-142,16028
0,7,Alloy,-11,-375,-409,24,11784
0,8,Alloy,-30,-303,-285,-47,10114
1,3,Alloy,85,136,92,126,27495
0,3,Alloy,-160,-890,-848,-109,28998
0,5,Alloy,39,-454,-445,43,16404
0,4,Covers,-70,-105,-76,-97,22440
0,4,Alloy,70,-477,-767,319,17286
0,2,Covers,-582,-1889,-1849,-833,29869
0,3,Alloy,435,-506,-532,399,29778
0,5,Covers,32,-476,-530,108,14672
0,5,Alloy,147,23,159,21,17575
0,3,Alloy,370,-787,-677,319,24272
0,3,Covers,56,-987,-752,-20,28766
0,3,Alloy,75,-432,-658,91,27441
0,3,Alloy,-54,-834,-903,41,28416
0,1,Covers,206,-2167,-2029,343,90096
0,4,Covers,167,-525,-444,148,15160
0,4,Covers,-111,-570,-717,-58,16922
0,2,Alloy,21,-6,23,-6,29717
0,5,Alloy,251,-195,-216,283,16768
0,2,Alloy,797,-560,-625,953,36257
0,2,Covers,-386,-1866,-2003,-221,33705
0,1,Alloy,-1057,-3873,-3431,-1308,73255
0,1,Covers,1196,-1179,-1098,1414,77881
0,1,Alloy,1904,-1494,-1769,2045,75253
0,4,Covers,-113,-739,-777,-82,21075
0,4,Alloy,-136,-717,-678,-39,15267
0,6,Alloy,-25,-407,-416,14,12720
0,6,Alloy,89,-327,-248,53,13748
0,2,Covers,349,-454,-802,516,44042
0,4,Alloy,88,-497,-541,126,20562
1,4,NULL,0,0,0,0,21286
0,3,Alloy,-1,16,-1,14,15257
0,7,Covers,-17,-27,-18,-25,10306
0,6,Alloy,131,62,142,57,13425
0,2,Covers,321,-1025,-925,234,26681
0,3,Covers,148,227,160,210,18196
0,6,Alloy,98,124,106,115,12317
0,4,Covers,0,0,0,0,17868
0,5,Alloy,-151,-119,-164,-110,12204
1,8,Covers,27,42,30,39,10752
0,5,Alloy,11,48,12,45,17289
0,4,Alloy,127,99,137,92,14164
0,7,Alloy,38,43,41,40,10192
0,3,Covers,383,-622,-403,217,20759
1,4,NULL,0,0,0,0,19331
0,5,Covers,5,-1,6,-1,9501
1,4,NULL,0,0,0,0,22354
0,3,Covers,-36,-94,-39,-87,17754
1,6,NULL,0,0,0,0,13300
0,3,Covers,-1,16,-1,14,26244
1,8,NULL,0,0,0,0,6889
0,5,Alloy,-4,38,-5,35,11172
0,2,Covers,-90,-139,-97,-129,28808
0,3,Covers,28,44,31,41,19145
0,5,Alloy,-5,68,-5,63,12839
0,5,Alloy,40,-461,-338,49,17038
0,3,Covers,-38,-22,-41,-21,15895
0,4,Covers,-11,-31,-12,-29,10368
1,4,Covers,32,98,34,90,18510
1,3,NULL,0,0,0,0,26304
0,6,Alloy,79,150,86,139,9602
0,4,Special,199,171,215,158,16368
0,3,Covers,-2,-44,-2,-41,29600
0,3,Alloy,272,228,294,211,21968
0,3,Covers,277,-535,-665,408,27962
0,5,Alloy,-127,-213,-137,-198,12853
1,6,NULL,0,0,0,0,7968
1,6,Alloy,-59,-101,-64,-94,14743
1,6,Covers,-63,-97,-68,-89,10654
0,3,Covers,-61,-85,-66,-78,25775
1,6,NULL,0,0,0,0,11047
0,3,Alloy,-128,-197,-138,-182,17149
1,5,NULL,0,0,0,0,17432
0,5,Covers,21,10,23,9,12296
0,2,Covers,-98,-32,-106,-30,41596
0,3,Covers,-65,-60,-70,-56,14013
1,3,NULL,0,0,0,0,22943
0,2,Alloy,-103,14,-111,13,32775
0,3,Alloy,-24,30,-26,28,24699
0,3,Covers,-61,-52,-66,-48,19625
0,4,Alloy,-53,-252,-57,-234,19587
0,4,Alloy,278,315,300,291,18850
0,3,Covers,-39,-60,-42,-56,18063
0,2,Alloy,33,8,36,7,33423
0,1,Alloy,896,1049,968,971,82157
0,6,Alloy,-52,-108,-57,-100,10322
0,3,Covers,-104,-161,-112,-149,25808
1,6,Alloy,197,-274,-277,232,15023
0,4,Alloy,342,-532,-549,389,13655
0,6,Alloy,-19,-73,-21,-68,13851
0,4,Alloy,38,78,41,72,16871
0,4,Covers,-184,-103,-198,-95,17109
0,5,Alloy,-18,38,-20,35,16922
0,2,Alloy,409,-629,-937,695,27110
0,3,Alloy,188,-688,-789,231,28981
0,3,Alloy,1009,368,112,1290,27631
0,4,Alloy,277,-352,-452,404,17958
0,5,Alloy,56,97,60,89,14813
0,5,Alloy,25,19,27,18,17950
0,3,Alloy,-264,-295,-285,-273,27556
1,2,NULL,0,0,0,0,42290
0,4,Alloy,0,0,0,0,20133
0,3,Covers,-135,-214,-146,-198,27247
0,4,Alloy,188,155,203,143,19395
0,3,Covers,84,114,91,105,28696
0,4,Alloy,-12,-33,-13,-31,12056
0,3,Covers,-53,-786,-971,-2,28268
0,4,Covers,33,-22,36,-20,19914
0,4,Alloy,7,-41,8,-38,19837
0,3,Covers,-116,-214,-126,-198,25775
0,3,Covers,-101,-188,-109,-174,19647
0,3,Alloy,187,237,202,220,9746
0,7,Covers,-1,58,-1,53,10922
0,4,Covers,58,15,63,14,17676
1,3,NULL,-28,-36,-30,-33,21340
0,6,Alloy,-32,-33,-35,-31,13191
0,4,Alloy,-49,-30,-53,-28,18813
0,3,Alloy,-137,-222,-148,-205,20457
0,4,Covers,-14,-91,-15,-84,17323
0,5,Alloy,54,138,59,128,14101
0,4,Covers,149,144,161,133,18007
0,7,Alloy,42,31,46,29,9628
0,2,Alloy,419,-786,-911,511,21646
0,3,Covers,33,59,35,54,22978
0,4,Alloy,350,358,378,331,11004
1,8,NULL,-1,-3,-1,-3,10823
0,3,Covers,63,117,68,108,29209
0,6,Alloy,96,93,104,86,9351
1,4,NULL,7,0,8,0,22813
0,5,Covers,46,40,49,37,6156
0,3,Covers,185,165,200,152,25729
0,3,Covers,11,25,12,23,16503
0,3,Alloy,-93,-297,-100,-275,25695
0,6,Alloy,-47,-85,-51,-79,14795
0,2,Covers,323,235,349,218,30880
0,4,Alloy,283,380,306,352,16659
0,3,Covers,227,-585,-678,370,25835
0,3,Alloy,51,-591,-859,178,24878
0,5,Alloy,22,-585,-544,26,12013
0,2,Covers,383,208,414,192,37962
0,3,Alloy,-71,-114,-76,-105,24252
0,4,Covers,22,-18,23,-17,12579
0,7,Covers,-45,-60,-48,-55,12242
0,2,Covers,-205,-1389,-1326,-223,37438
1,3,NULL,-15,-26,-17,-24,24448
0,3,Covers,227,-585,-678,370,28311
0,2,Covers,223,-942,-864,225,41402
1,3,NULL,-32,-44,-35,-41,17137
0,6,Alloy,42,1,46,1,7423
1,6,NULL,-18,-26,-20,-24,6077
0,3,Covers,169,-547,-831,319,24882
0,3,Alloy,849,1164,917,1078,28332
0,3,Covers,-37,-145,-40,-135,24092
0,5,Covers,23,16,25,15,13519
1,4,NULL,-6,-43,-6,-40,18424
0,2,Covers,60,-933,-1122,94,30493
0,5,Alloy,209,-226,-310,294,12735
0,4,Alloy,160,379,173,350,22741
0,6,Alloy,139,-352,-281,132,11806
1,4,Alloy,14,59,16,55,16238
1,4,NULL,-1,1,-1,1,14223
0,4,Alloy,-83,-144,-90,-134,16310
0,5,Alloy,152,-422,-391,191,15304
0,5,Alloy,21,51,23,47,17117
0,3,Alloy,51,145,55,134,21674
0,6,Alloy,68,72,73,67,12048
0,4,Alloy,-20,-13,-21,-12,22245
1,4,NULL,0,0,0,0,19551
0,5,Alloy,80,135,87,125,17724
0,5,Covers,96,-346,-437,140,14663
0,2,Alloy,217,-1508,-1324,308,31916
0,7,Special,-25,-44,-27,-41,11500
0,2,Alloy,469,703,506,651,28690
0,2,Alloy,-65,-1224,-1238,157,32764
0,3,Covers,197,-662,-744,251,17642
0,3,Covers,318,-837,-974,446,19127
0,2,Alloy,9,13,10,12,20639
1,4,NULL,-5,-9,-6,-9,20718
1,4,Covers,32,73,35,68,19037
0,4,Alloy,457,-211,-94,392,14449
0,4,Alloy,674,62,162,610,20691
0,5,Alloy,91,-664,-571,12,15519
0,4,Covers,123,-532,-630,156,15552
0,4,Covers,178,234,192,216,17353
0,1,Covers,789,701,852,649,85979
0,6,Alloy,-83,-454,-408,-157,11979
0,5,Alloy,-44,-492,-405,-95,16279
0,6,Alloy,-56,-406,-518,-16,13411
1,4,NULL,5,-9,5,-8,14820
0,5,Covers,42,49,46,45,12696
0,5,Alloy,-51,-104,-55,-97,15306
0,7,Covers,0,0,0,0,12154
0,3,Alloy,357,-621,-590,356,23375
0,6,Alloy,-153,-374,-471,-45,9833
0,4,Covers,60,75,65,69,19687
1,7,NULL,0,0,0,0,11653
0,4,Covers,105,136,113,126,19977
0,2,Covers,296,264,319,245,35684
0,6,Alloy,0,0,0,0,7100
0,5,Alloy,25,-6,28,-6,16535
0,6,Alloy,411,-69,-59,453,12623
0,6,Alloy,-29,-458,-463,-11,10800
1,3,NULL,0,0,0,0,13388
1,5,NULL,0,0,0,0,13119
0,4,Alloy,252,-355,-282,145,13292
0,6,Covers,0,0,0,0,12021
0,5,Covers,61,117,66,108,16042
0,4,Covers,-75,-625,-680,16,20534
0,4,Covers,-25,-767,-667,15,16898
1,5,NULL,0,0,0,0,15822
0,2,Alloy,962,-343,-202,560,37757
